"","CXQ_T_tpm","GY_T_tpm","HCM_T_tpm","LGL_T_tpm","MYP_T_tpm","SMJ_T_tpm","XB_T_tpm","CXQ_N_tpm","GY_N_tpm","HCM_N_tpm","LGL_N_tpm","MYP_N_tpm","SMJ_N_tpm","XB_N_tpm"
"BDH2",6.60850284335461,19.1434401535504,17.5746490952364,12.3522866084345,13.0615065839241,10.6791582754494,5.35556263358123,24.3627171093634,33.5241352310306,17.898395130212,27.2769433205873,15.502232318175,14.2036867011335,10.5460600901711
"BDKRB1",0.826062855419327,0.957172007677521,0.764115178053755,0.882306186316748,1.53664783340284,1.7798597125749,1.78518754452708,1.16012938616016,1.15600466313899,3.57967902604241,1.18595405741684,2.73568805614852,2.18518256940515,4.51974003864475
"BDKRB2",1.65212571083865,6.70020405374264,2.29234553416127,5.29383711790049,6.91491525031276,4.44964928143726,6.24815640584477,6.96077631696098,6.93602797883392,14.3187161041696,3.55786217225052,9.11896018716174,8.74073027762059,9.0394800772895
"BDNF-AS",1.65212571083865,1.91434401535504,1.52823035610751,0.882306186316748,1.53664783340284,0.889929856287452,0.892593772263539,1.16012938616016,3.46801398941696,3.57967902604241,1.18595405741684,0.911896018716174,2.18518256940515,1.50658001288158
"BDP1",8.26062855419327,3.82868803071008,8.40526695859131,5.29383711790049,8.45156308371559,5.33957913772471,5.35556263358123,4.64051754464065,5.78002331569493,5.96613171007068,5.9297702870842,8.20706416844556,4.3703651388103,3.01316002576317
"BECN1",62.7807770118688,56.4731484529737,45.0827955051716,72.3491072779733,63.7708850862177,57.8454406586844,41.0593135241228,76.5685394865707,71.6722891146171,85.9122966250178,72.3431975024272,58.3613451978351,67.7406596515596,73.8224206311976
"BEND3",3.30425142167731,1.91434401535504,3.82057589026878,2.64691855895024,1.53664783340284,0.889929856287452,2.67778131679062,1.16012938616016,1.15600466313899,1.19322634201414,1.18595405741684,1.82379203743235,1.09259128470257,1.50658001288158
"BEND7",5.78243998793529,6.70020405374264,9.93349731469882,9.70536804948422,6.91491525031276,8.00936870658706,6.24815640584477,5.80064693080081,10.4040419682509,9.54581073611309,8.30167840191787,6.38327213101322,6.55554770821545,6.02632005152634
"BEST1",1.65212571083865,0.957172007677521,1.52823035610751,0.882306186316748,8.45156308371559,5.33957913772471,1.78518754452708,2.32025877232033,1.15600466313899,2.38645268402827,1.18595405741684,1.82379203743235,1.09259128470257,1.50658001288158
"BEST2",0,1.91434401535504,0,0,0,0,1.78518754452708,16.2418114062423,11.5600466313899,16.7051687881979,16.6033568038357,7.29516814972939,10.9259128470257,6.02632005152634
"BEST4",0,0,0,0,0,0,0,35.964010970965,3.46801398941696,60.8545434427209,22.5331270909199,20.973608430472,28.4073734022669,7.53290006440792
"BET1",18.9994456746445,17.2290961381954,19.1028794513439,11.4699804221177,16.9031261674312,18.6885269820365,13.3889065839531,19.7221995647228,15.0280606208068,16.7051687881979,13.0454946315852,15.502232318175,16.3888692705386,13.5592201159343
"BET1L",28.0861370842571,22.9721281842605,34.385183012419,15.8815113537015,17.6714500841326,23.1381762634737,26.7778131679062,27.8431052678439,23.1200932627797,25.0577531822969,22.5331270909199,23.7092964866205,21.8518256940515,40.6776603478028
"BEX1",0,0,2.29234553416127,0,0.768323916701418,0,0.892593772263539,2.32025877232033,1.15600466313899,1.19322634201414,0,1.82379203743235,1.09259128470257,1.50658001288158
"BEX2",0,0.957172007677521,31.328722300204,1.7646123726335,9.21988700041701,1.7798597125749,1.78518754452708,6.96077631696098,6.93602797883392,5.96613171007068,5.9297702870842,6.38327213101322,3.27777385410772,6.02632005152634
"BEX3",75.9977826985781,22.9721281842605,84.8167847639669,23.8222670305522,46.0994350020851,91.6627751976075,27.6704069401697,49.885563604887,34.6801398941696,32.2171112343817,41.5083920095894,46.5066969545249,30.5925559716721,52.7303004508554
"BEX4",3.30425142167731,7.65737606142017,15.2823035610751,4.41153093158374,5.37826741690992,7.11943885029961,8.03334395037185,24.3627171093634,33.5241352310306,19.0916214722262,21.3471730335031,23.7092964866205,15.296277985836,22.5987001932238
"BEX5",0,0.957172007677521,3.05646071221502,0.882306186316748,0.768323916701418,1.7798597125749,0.892593772263539,2.32025877232033,3.46801398941696,2.38645268402827,3.55786217225052,3.64758407486469,4.3703651388103,10.5460600901711
"BFAR",45.433457048063,53.6016324299412,43.5545651490641,49.4091464337379,26.8913370845496,48.0562122395224,39.2741259795957,38.2842697432854,48.5521958518374,42.9561483125089,39.1364838947557,37.3877367673631,41.5184688186978,48.2105604122107
"BFSP1",1.65212571083865,1.91434401535504,0.764115178053755,1.7646123726335,0.768323916701418,0.889929856287452,1.78518754452708,1.16012938616016,0,0,0,0,0,0
"BGLAP",0,0,0.764115178053755,0,0,0,0.892593772263539,1.16012938616016,1.15600466313899,2.38645268402827,2.37190811483368,1.82379203743235,0,4.51974003864475
"BGN",39.6510170601277,117.732156944335,80.2320936956443,46.7622278747876,98.3454613377815,101.452003616769,152.633535057065,10.4411644754415,13.8720559576678,4.77290536805654,5.9297702870842,9.11896018716174,3.27777385410772,12.0526401030527
"BHLHA15",0,0.957172007677521,0,0.882306186316748,0.768323916701418,1.7798597125749,1.78518754452708,1.16012938616016,1.15600466313899,1.19322634201414,2.37190811483368,1.82379203743235,1.09259128470257,6.02632005152634
"BHLHB9",1.65212571083865,0.957172007677521,3.82057589026878,0.882306186316748,1.53664783340284,1.7798597125749,0,1.16012938616016,1.15600466313899,1.19322634201414,2.37190811483368,0.911896018716174,1.09259128470257,0
"BHLHE40",75.1717198431587,55.5159764452962,52.7239472857091,39.7037783842536,53.7826741690992,38.2669838203604,41.9519072963863,16.2418114062423,12.7160512945288,14.3187161041696,10.6735865167516,19.1498163930396,24.0370082634566,43.6908203735659
"BHLHE40-AS1",0.826062855419327,0.957172007677521,1.52823035610751,0.882306186316748,0.768323916701418,1.7798597125749,0.892593772263539,1.16012938616016,0,1.19322634201414,0,0.911896018716174,1.09259128470257,0
"BHLHE41",1.65212571083865,16.2719241305179,4.58469106832253,8.82306186316748,4.60994350020851,6.22950899401216,7.14075017810831,12.7614232477618,9.24803730511189,21.4780741562544,11.8595405741684,4.55948009358087,24.0370082634566,10.5460600901711
"BHMT2",0.826062855419327,0,2.29234553416127,0,1.53664783340284,0.889929856287452,0.892593772263539,1.16012938616016,1.15600466313899,1.19322634201414,1.18595405741684,3.64758407486469,0,0
"BICC1",3.30425142167731,3.82868803071008,3.82057589026878,2.64691855895024,3.84161958350709,3.55971942514981,2.67778131679062,1.16012938616016,1.15600466313899,1.19322634201414,1.18595405741684,1.82379203743235,1.09259128470257,1.50658001288158
"BICD1",6.60850284335461,6.70020405374264,6.8770366024838,3.52922474526699,5.37826741690992,10.6791582754494,3.57037508905416,2.32025877232033,2.31200932627797,1.19322634201414,2.37190811483368,3.64758407486469,3.27777385410772,1.50658001288158
"BICD2",7.43456569877394,6.70020405374264,6.11292142443004,6.17614330421723,7.68323916701418,5.33957913772471,8.03334395037185,3.48038815848049,4.62401865255594,3.57967902604241,4.74381622966736,6.38327213101322,3.27777385410772,3.01316002576317
"BICDL1",3.30425142167731,4.7858600383876,3.05646071221502,4.41153093158374,3.84161958350709,5.33957913772471,4.46296886131769,2.32025877232033,2.31200932627797,2.38645268402827,2.37190811483368,1.82379203743235,4.3703651388103,3.01316002576317
"BICDL2",5.78243998793529,5.74303204606512,7.64115178053755,6.17614330421723,3.84161958350709,2.66978956886236,23.207438078852,13.921552633922,8.0920326419729,19.0916214722262,16.6033568038357,10.9427522245941,15.296277985836,12.0526401030527
"BICRA",1.65212571083865,0.957172007677521,0.764115178053755,0.882306186316748,0.768323916701418,0.889929856287452,2.67778131679062,1.16012938616016,1.15600466313899,1.19322634201414,1.18595405741684,1.82379203743235,1.09259128470257,1.50658001288158
"BICRAL",7.43456569877394,4.7858600383876,6.11292142443004,6.17614330421723,4.60994350020851,2.66978956886236,8.03334395037185,5.80064693080081,6.93602797883392,8.35258439409895,8.30167840191787,7.29516814972939,6.55554770821545,3.01316002576317
"BID",16.5212571083865,18.1862681458729,11.4617276708063,21.1753484716019,36.1112240849666,27.587825544911,42.8445010686499,13.921552633922,9.24803730511189,9.54581073611309,8.30167840191787,16.4141283368911,12.0185041317283,22.5987001932238
"BIK",4.13031427709663,7.65737606142017,1.52823035610751,13.2345927947512,4.60994350020851,5.33957913772471,15.1740941284802,5.80064693080081,2.31200932627797,5.96613171007068,3.55786217225052,2.73568805614852,5.46295642351287,6.02632005152634
"BIN1",28.0861370842571,15.3147521228403,19.1028794513439,20.2930422852852,14.5981544173269,18.6885269820365,29.4555944846968,15.0816820200821,12.7160512945288,9.54581073611309,13.0454946315852,14.5903362994588,13.1110954164309,18.078960154579
"BIN2",6.60850284335461,3.82868803071008,6.11292142443004,3.52922474526699,23.8180414177439,20.4683866946114,5.35556263358123,11.6012938616016,12.7160512945288,14.3187161041696,11.8595405741684,14.5903362994588,13.1110954164309,15.0658001288158
"BIN3",6.60850284335461,22.9721281842605,11.4617276708063,19.4107360989684,17.6714500841326,10.6791582754494,27.6704069401697,19.7221995647228,19.6520792733628,21.4780741562544,17.7893108612526,15.502232318175,19.6666431246463,31.6381802705133
"BIRC2",18.1733828192252,18.1862681458729,20.6311098074514,15.8815113537015,22.2813935843411,24.9180359760486,17.8518754452708,26.6829758816837,27.7441119153357,35.7967902604241,23.7190811483368,25.5330885240529,22.9444169787541,22.5987001932238
"BIRC3",19.8255085300638,14.3575801151628,14.5181883830214,13.2345927947512,25.3546892511468,83.6534064910205,9.81853149489893,31.3234934263244,39.3041585467255,35.7967902604241,16.6033568038357,58.3613451978351,32.7777385410772,21.0921201803422
"BIRC5",19.8255085300638,16.2719241305179,6.8770366024838,19.4107360989684,19.9764218342369,27.587825544911,16.9592816730072,6.96077631696098,5.78002331569493,3.57967902604241,9.48763245933471,5.47137611229704,14.2036867011335,9.0394800772895
"BIRC6",28.0861370842571,15.3147521228403,19.8669946293976,17.646123726335,18.439774000834,17.798597125749,16.9592816730072,18.5620701785626,23.1200932627797,28.6374322083393,21.3471730335031,22.7974004679043,22.9444169787541,13.5592201159343
"BISPR",3.30425142167731,6.70020405374264,6.11292142443004,3.52922474526699,4.60994350020851,11.5690881317369,3.57037508905416,4.64051754464065,3.46801398941696,3.57967902604241,2.37190811483368,5.47137611229704,5.46295642351287,3.01316002576317
"BIVM",10.7388171204512,8.61454806909769,12.2258428488601,8.82306186316748,12.2931826672227,8.89929856287452,6.24815640584477,5.80064693080081,11.5600466313899,7.15935805208482,8.30167840191787,9.11896018716174,9.83332156232317,4.51974003864475
"BLCAP",42.955268481805,36.3725362917458,61.1292142443004,29.9984103347694,53.0143502523978,32.9274046826357,41.9519072963863,53.3659517633675,47.3961911886984,46.5358273385513,37.9505298373388,37.3877367673631,45.8888339575081,55.7434604766186
"BLK",0,0.957172007677521,1.52823035610751,0,0,0,0.892593772263539,1.16012938616016,1.15600466313899,1.19322634201414,1.18595405741684,2.73568805614852,0,1.50658001288158
"BLM",5.78243998793529,3.82868803071008,3.05646071221502,5.29383711790049,7.68323916701418,7.11943885029961,2.67778131679062,3.48038815848049,1.15600466313899,2.38645268402827,2.37190811483368,3.64758407486469,3.27777385410772,4.51974003864475
"BLMH",9.08669140961259,17.2290961381954,12.2258428488601,18.5284299126517,21.5130696676397,24.9180359760486,16.9592816730072,15.0816820200821,10.4040419682509,11.9322634201414,15.4174027464189,12.7665442620264,14.2036867011335,15.0658001288158
"BLNK",6.60850284335461,7.65737606142017,7.64115178053755,18.5284299126517,6.14659133361134,11.5690881317369,9.81853149489893,19.7221995647228,23.1200932627797,15.5119424461838,20.1612189760863,17.3260243556073,19.6666431246463,19.5855401674606
"BLOC1S1",74.3456569877394,120.603672967368,73.3550570931605,94.406761935892,66.8441807530233,97.0023543353322,107.111252671625,198.382125033388,135.252545587261,224.326552298658,163.661659923524,95.7490819651982,191.20347482295,286.250202447501
"BLOC1S2",7.43456569877394,6.70020405374264,8.40526695859131,7.94075567685073,9.98821091711843,18.6885269820365,6.24815640584477,10.4411644754415,6.93602797883392,19.0916214722262,5.9297702870842,5.47137611229704,7.64813899291802,9.0394800772895
"BLOC1S3",4.95637713251596,3.82868803071008,5.34880624637629,4.41153093158374,4.60994350020851,3.55971942514981,6.24815640584477,4.64051754464065,3.46801398941696,2.38645268402827,3.55786217225052,2.73568805614852,4.3703651388103,4.51974003864475
"BLOC1S4",2.47818856625798,4.7858600383876,5.34880624637629,4.41153093158374,4.60994350020851,4.44964928143726,5.35556263358123,5.80064693080081,3.46801398941696,4.77290536805654,3.55786217225052,2.73568805614852,4.3703651388103,7.53290006440792
"BLOC1S5",6.60850284335461,7.65737606142017,10.6976124927526,10.587674235801,9.21988700041701,4.44964928143726,8.92593772263539,6.96077631696098,9.24803730511189,7.15935805208482,5.9297702870842,5.47137611229704,5.46295642351287,4.51974003864475
"BLOC1S5-TXNDC5",0.826062855419327,0,0.764115178053755,3.52922474526699,0,0.889929856287452,0,1.16012938616016,0,1.19322634201414,1.18595405741684,0,2.18518256940515,0
"BLOC1S6",36.3467656384504,22.9721281842605,66.4780204906767,22.9399608442354,39.9528436684737,32.0374748263483,19.6370629897979,19.7221995647228,27.7441119153357,28.6374322083393,24.9050352057536,30.0925686176337,25.1295995481592,12.0526401030527
"BLVRA",4.95637713251596,28.7151602303256,14.5181883830214,15.8815113537015,26.8913370845496,36.4871241077855,22.3148443065885,12.7614232477618,13.8720559576678,11.9322634201414,9.48763245933471,26.444984542769,15.296277985836,24.1052802061053
"BLVRB",23.1297599517411,36.3725362917458,19.8669946293976,25.5868794031857,19.9764218342369,23.1381762634737,60.6963765139206,44.0849166740862,34.6801398941696,38.1832429444524,42.6943460670062,37.3877367673631,34.9629211104824,64.7829405539081
"BLZF1",8.26062855419327,8.61454806909769,11.4617276708063,7.94075567685073,9.98821091711843,17.798597125749,8.92593772263539,11.6012938616016,11.5600466313899,11.9322634201414,9.48763245933471,13.6784402807426,12.0185041317283,7.53290006440792
"BMERB1",2.47818856625798,7.65737606142017,6.8770366024838,3.52922474526699,3.84161958350709,8.89929856287452,5.35556263358123,4.64051754464065,5.78002331569493,4.77290536805654,4.74381622966736,10.0308562058779,3.27777385410772,6.02632005152634
"BMF",2.47818856625798,3.82868803071008,8.40526695859131,4.41153093158374,3.84161958350709,4.44964928143726,5.35556263358123,4.64051754464065,6.93602797883392,11.9322634201414,9.48763245933471,5.47137611229704,4.3703651388103,4.51974003864475
"BMI1",26.4340113734185,21.0577841689055,25.9799160538277,13.2345927947512,19.9764218342369,26.6978956886236,15.1740941284802,12.7614232477618,21.9640885996407,13.1254897621555,14.2314486890021,16.4141283368911,14.2036867011335,9.0394800772895
"BMP1",4.95637713251596,11.4860640921302,13.7540732049676,7.94075567685073,16.1348022507298,9.78922841916197,26.7778131679062,11.6012938616016,6.93602797883392,13.1254897621555,11.8595405741684,8.20706416844556,7.64813899291802,9.0394800772895
"BMP2",2.47818856625798,7.65737606142017,6.11292142443004,3.52922474526699,2.30497175010425,1.7798597125749,3.57037508905416,11.6012938616016,19.6520792733628,21.4780741562544,20.1612189760863,10.9427522245941,13.1110954164309,9.0394800772895
"BMP2K",6.60850284335461,6.70020405374264,9.93349731469882,7.05844949053398,12.2931826672227,13.3489478443118,3.57037508905416,8.12090570312114,9.24803730511189,10.7390370781272,11.8595405741684,8.20706416844556,12.0185041317283,6.02632005152634
"BMP3",0,0,0.764115178053755,0.882306186316748,0,0,0,1.16012938616016,11.5600466313899,23.8645268402827,11.8595405741684,4.55948009358087,12.0185041317283,1.50658001288158
"BMP4",30.5643256505151,43.0727403454884,13.7540732049676,59.1145144832221,13.0615065839241,48.0562122395224,21.4222505343249,9.2810350892813,18.4960746102238,10.7390370781272,11.8595405741684,14.5903362994588,13.1110954164309,10.5460600901711
"BMP5",0.826062855419327,0.957172007677521,0.764115178053755,0.882306186316748,0.768323916701418,0,1.78518754452708,3.48038815848049,9.24803730511189,5.96613171007068,9.48763245933471,2.73568805614852,5.46295642351287,3.01316002576317
"BMP6",0,0.957172007677521,0.764115178053755,0,1.53664783340284,1.7798597125749,0.892593772263539,2.32025877232033,4.62401865255594,2.38645268402827,4.74381622966736,2.73568805614852,2.18518256940515,4.51974003864475
"BMP7",1.65212571083865,1.91434401535504,2.29234553416127,12.3522866084345,10.7565348338198,16.0187374131741,8.92593772263539,2.32025877232033,0,1.19322634201414,0,0.911896018716174,2.18518256940515,3.01316002576317
"BMP8A",2.47818856625798,4.7858600383876,1.52823035610751,1.7646123726335,2.30497175010425,1.7798597125749,3.57037508905416,1.16012938616016,2.31200932627797,3.57967902604241,1.18595405741684,0.911896018716174,1.09259128470257,1.50658001288158
"BMP8B",3.30425142167731,1.91434401535504,1.52823035610751,2.64691855895024,5.37826741690992,1.7798597125749,3.57037508905416,4.64051754464065,3.46801398941696,7.15935805208482,5.9297702870842,2.73568805614852,4.3703651388103,1.50658001288158
"BMPER",10.7388171204512,0,0,1.7646123726335,0.768323916701418,0,0,1.16012938616016,2.31200932627797,1.19322634201414,1.18595405741684,0.911896018716174,1.09259128470257,1.50658001288158
"BMPR1A",13.2170056867092,4.7858600383876,13.7540732049676,11.4699804221177,9.21988700041701,8.89929856287452,8.03334395037185,6.96077631696098,12.7160512945288,11.9322634201414,13.0454946315852,15.502232318175,10.9259128470257,4.51974003864475
"BMPR2",10.7388171204512,8.61454806909769,9.93349731469882,8.82306186316748,9.98821091711843,6.22950899401216,7.14075017810831,5.80064693080081,9.24803730511189,9.54581073611309,7.11572434450103,9.11896018716174,6.55554770821545,4.51974003864475
"BMS1",9.08669140961259,10.5288920844527,9.16938213664506,11.4699804221177,9.21988700041701,9.78922841916197,8.92593772263539,6.96077631696098,8.0920326419729,4.77290536805654,7.11572434450103,8.20706416844556,5.46295642351287,6.02632005152634
"BMS1P1",0.826062855419327,0.957172007677521,1.52823035610751,0.882306186316748,1.53664783340284,0.889929856287452,0.892593772263539,1.16012938616016,1.15600466313899,1.19322634201414,1.18595405741684,0.911896018716174,2.18518256940515,0
"BMS1P20",6.60850284335461,4.7858600383876,4.58469106832253,7.05844949053398,6.91491525031276,11.5690881317369,4.46296886131769,3.48038815848049,3.46801398941696,3.57967902604241,7.11572434450103,2.73568805614852,4.3703651388103,4.51974003864475
"BMT2",2.47818856625798,2.87151602303256,3.05646071221502,1.7646123726335,3.07329566680567,3.55971942514981,1.78518754452708,2.32025877232033,3.46801398941696,2.38645268402827,2.37190811483368,3.64758407486469,2.18518256940515,1.50658001288158
"BMX",0,1.91434401535504,0.764115178053755,1.7646123726335,0.768323916701418,0.889929856287452,0,1.16012938616016,2.31200932627797,1.19322634201414,2.37190811483368,0.911896018716174,1.09259128470257,1.50658001288158
"BNC2",0,0.957172007677521,2.29234553416127,0.882306186316748,1.53664783340284,0.889929856287452,0.892593772263539,0,1.15600466313899,1.19322634201414,1.18595405741684,1.82379203743235,1.09259128470257,0
"BNIP1",10.7388171204512,12.4432360998078,6.8770366024838,12.3522866084345,5.37826741690992,14.2388777005992,9.81853149489893,16.2418114062423,10.4040419682509,8.35258439409895,14.2314486890021,10.9427522245941,15.296277985836,21.0921201803422
"BNIP2",17.3473199638059,16.2719241305179,31.328722300204,17.646123726335,32.2696045014595,23.1381762634737,12.4963128116895,25.5228464955236,20.8080839365017,31.0238848923675,21.3471730335031,24.6211925053367,20.7592344093489,18.078960154579
"BNIP3",6.60850284335461,6.70020405374264,25.2158008757739,7.94075567685073,28.4279849179525,8.89929856287452,3.57037508905416,8.12090570312114,9.24803730511189,7.15935805208482,4.74381622966736,8.20706416844556,4.3703651388103,4.51974003864475
"BNIP3L",23.9558228071605,53.6016324299412,21.3952249855052,27.3514917758192,31.5012805847581,27.587825544911,16.9592816730072,22.0424583370431,38.1481538835865,23.8645268402827,22.5331270909199,19.1498163930396,25.1295995481592,15.0658001288158
"BNIP3P11",0.826062855419327,0,0,0,3.07329566680567,1.7798597125749,0,1.16012938616016,0,0,0,0.911896018716174,1.09259128470257,0
"BNIP3P4",17.3473199638059,4.7858600383876,0,3.52922474526699,4.60994350020851,3.55971942514981,1.78518754452708,0,1.15600466313899,1.19322634201414,0,0.911896018716174,3.27777385410772,0
"BNIP3P5",1.65212571083865,0,1.52823035610751,2.64691855895024,0.768323916701418,2.66978956886236,0.892593772263539,1.16012938616016,2.31200932627797,1.19322634201414,1.18595405741684,0.911896018716174,1.09259128470257,1.50658001288158
"BNIP5",21.4776342409025,3.82868803071008,9.93349731469882,6.17614330421723,9.21988700041701,3.55971942514981,8.03334395037185,3.48038815848049,2.31200932627797,8.35258439409895,5.9297702870842,4.55948009358087,6.55554770821545,4.51974003864475
"BOC",1.65212571083865,2.87151602303256,8.40526695859131,0.882306186316748,2.30497175010425,1.7798597125749,4.46296886131769,5.80064693080081,5.78002331569493,2.38645268402827,2.37190811483368,5.47137611229704,1.09259128470257,1.50658001288158
"BOD1",36.3467656384504,22.014956176583,39.7339892587953,32.6453288937197,23.0497175010425,36.4871241077855,33.0259695737509,27.8431052678439,20.8080839365017,17.898395130212,22.5331270909199,20.0617124117558,19.6666431246463,30.1316002576317
"BOD1L1",8.26062855419327,6.70020405374264,10.6976124927526,6.17614330421723,13.0615065839241,8.89929856287452,4.46296886131769,5.80064693080081,10.4040419682509,8.35258439409895,7.11572434450103,9.11896018716174,6.55554770821545,3.01316002576317
"BOK",1.65212571083865,6.70020405374264,5.34880624637629,5.29383711790049,2.30497175010425,6.22950899401216,13.3889065839531,2.32025877232033,2.31200932627797,1.19322634201414,1.18595405741684,3.64758407486469,2.18518256940515,3.01316002576317
"BOLA1",3.30425142167731,2.87151602303256,3.05646071221502,5.29383711790049,2.30497175010425,4.44964928143726,7.14075017810831,3.48038815848049,4.62401865255594,4.77290536805654,3.55786217225052,5.47137611229704,3.27777385410772,7.53290006440792
"BOLA2",33.8685770721924,45.944256368521,20.6311098074514,46.7622278747876,49.9410545855921,45.38642267066,127.640909433686,24.3627171093634,17.3400699470848,22.6713004982686,34.3926676650883,72.9516814972939,30.5925559716721,60.2632005152634
"BOLA2-SMG1P6",38.8249542047084,44.9870843608435,24.4516856977202,42.3506969432039,25.3546892511468,16.0187374131741,40.1667197518592,31.3234934263244,25.4321025890577,22.6713004982686,36.764575779922,25.5330885240529,14.2036867011335,27.1184402318685
"BOLA2B",66.9110912889655,86.1454806909769,40.498104436849,52.9383711790049,28.4279849179525,62.2950899401216,146.38537865122,87.0097039620122,43.9281771992815,46.5358273385513,71.1572434450103,46.5066969545249,68.8332509362622,109.980340940356
"BOLA3",34.6946399276117,40.2012243224559,26.7440312318814,32.6453288937197,37.6478719183695,42.7166331017977,75.8704706424008,47.5653048325667,28.9001165784747,26.250979524311,36.764575779922,28.2687765802014,31.6851472563746,58.7566205023818
"BOLA3-DT",1.65212571083865,0,1.52823035610751,0.882306186316748,2.30497175010425,0.889929856287452,0,1.16012938616016,1.15600466313899,1.19322634201414,1.18595405741684,0.911896018716174,0,0
"BOLA3P3",4.13031427709663,0,9.93349731469882,0,0,0,2.67778131679062,0,0,0,3.55786217225052,8.20706416844556,3.27777385410772,3.01316002576317
"BOP1",11.5648799758706,12.4432360998078,16.0464187391289,17.646123726335,19.9764218342369,18.6885269820365,47.3074699299676,5.80064693080081,3.46801398941696,3.57967902604241,7.11572434450103,7.29516814972939,8.74073027762059,10.5460600901711
"BORA",16.5212571083865,6.70020405374264,7.64115178053755,7.05844949053398,11.5248587505213,9.78922841916197,8.03334395037185,5.80064693080081,6.93602797883392,4.77290536805654,5.9297702870842,6.38327213101322,6.55554770821545,6.02632005152634
"BORCS5",4.95637713251596,6.70020405374264,6.11292142443004,7.05844949053398,4.60994350020851,6.22950899401216,7.14075017810831,5.80064693080081,5.78002331569493,2.38645268402827,2.37190811483368,2.73568805614852,4.3703651388103,6.02632005152634
"BORCS6",1.65212571083865,1.91434401535504,2.29234553416127,1.7646123726335,0.768323916701418,0.889929856287452,5.35556263358123,3.48038815848049,2.31200932627797,2.38645268402827,2.37190811483368,2.73568805614852,2.18518256940515,4.51974003864475
"BORCS7",9.08669140961259,8.61454806909769,12.9899580269138,7.94075567685073,9.21988700041701,13.3489478443118,7.14075017810831,13.921552633922,13.8720559576678,16.7051687881979,13.0454946315852,11.8546482433103,15.296277985836,12.0526401030527
"BORCS8",6.60850284335461,7.65737606142017,7.64115178053755,6.17614330421723,10.7565348338198,8.00936870658706,16.0666879007437,10.4411644754415,8.0920326419729,7.15935805208482,14.2314486890021,11.8546482433103,13.1110954164309,18.078960154579
"BORCS8-MEF2B",0.826062855419327,0.957172007677521,3.05646071221502,2.64691855895024,0,2.66978956886236,1.78518754452708,3.48038815848049,3.46801398941696,4.77290536805654,2.37190811483368,1.82379203743235,1.09259128470257,6.02632005152634
"BPGM",8.26062855419327,7.65737606142017,7.64115178053755,7.94075567685073,9.98821091711843,9.78922841916197,5.35556263358123,8.12090570312114,5.78002331569493,9.54581073611309,5.9297702870842,7.29516814972939,7.64813899291802,6.02632005152634
"BPHL",7.43456569877394,14.3575801151628,18.3387642732901,14.116898981068,7.68323916701418,4.44964928143726,11.603719039426,12.7614232477618,15.0280606208068,10.7390370781272,14.2314486890021,6.38327213101322,9.83332156232317,12.0526401030527
"BPNT1",27.2600742288378,34.4581922763907,24.4516856977202,35.2922474526699,19.9764218342369,31.1475449700608,19.6370629897979,40.6045285156057,42.7721725361425,45.3426009965372,55.7398406985914,29.1806725989176,45.8888339575081,25.6118602189869
"BPNT2",15.6951942529672,22.014956176583,17.5746490952364,13.2345927947512,26.8913370845496,25.8079658323361,14.2815003562166,11.6012938616016,13.8720559576678,11.9322634201414,14.2314486890021,15.502232318175,16.3888692705386,12.0526401030527
"BPTF",15.6951942529672,13.4004081074853,16.8105339171826,18.5284299126517,19.2080979175354,18.6885269820365,9.81853149489893,18.5620701785626,16.1840652839458,15.5119424461838,20.1612189760863,20.973608430472,17.4814605552412,13.5592201159343
"BPTFP1",4.13031427709663,4.7858600383876,1.52823035610751,0,1.53664783340284,1.7798597125749,4.46296886131769,4.64051754464065,8.0920326419729,2.38645268402827,4.74381622966736,0.911896018716174,9.83332156232317,3.01316002576317
"BRAF",8.26062855419327,3.82868803071008,6.8770366024838,4.41153093158374,8.45156308371559,6.22950899401216,4.46296886131769,3.48038815848049,4.62401865255594,4.77290536805654,4.74381622966736,5.47137611229704,4.3703651388103,3.01316002576317
"BRAP",14.8691313975479,11.4860640921302,9.16938213664506,8.82306186316748,7.68323916701418,8.00936870658706,6.24815640584477,6.96077631696098,9.24803730511189,7.15935805208482,8.30167840191787,7.29516814972939,7.64813899291802,4.51974003864475
"BRAT1",4.13031427709663,2.87151602303256,6.11292142443004,5.29383711790049,5.37826741690992,3.55971942514981,25.8852193956426,3.48038815848049,2.31200932627797,2.38645268402827,4.74381622966736,4.55948009358087,3.27777385410772,4.51974003864475
"BRCA1",13.2170056867092,10.5288920844527,3.82057589026878,10.587674235801,12.2931826672227,15.1288075568867,7.14075017810831,4.64051754464065,4.62401865255594,3.57967902604241,7.11572434450103,6.38327213101322,5.46295642351287,3.01316002576317
"BRCA2",6.60850284335461,2.87151602303256,2.29234553416127,2.64691855895024,8.45156308371559,2.66978956886236,2.67778131679062,1.16012938616016,1.15600466313899,1.19322634201414,1.18595405741684,3.64758407486469,2.18518256940515,0
"BRCC3",31.3903885059344,14.3575801151628,30.5646071221502,19.4107360989684,12.2931826672227,20.4683866946114,28.5630007124332,15.0816820200821,15.0280606208068,13.1254897621555,14.2314486890021,15.502232318175,13.1110954164309,10.5460600901711
"BRD1",9.08669140961259,6.70020405374264,5.34880624637629,8.82306186316748,8.45156308371559,7.11943885029961,12.4963128116895,8.12090570312114,5.78002331569493,7.15935805208482,9.48763245933471,10.0308562058779,6.55554770821545,6.02632005152634
